image_id,error_type,iou,gt_quadrant,gt_enumeration,gt_diagnosis,pred_quadrant,pred_enumeration,pred_diagnosis
6,false_positive,,,,,2.0,5.0,3.0
6,false_positive,,,,,0.0,7.0,3.0
6,false_positive,,,,,1.0,7.0,0.0
6,false_positive,,,,,3.0,5.0,2.0
6,false_positive,,,,,1.0,7.0,1.0
6,false_positive,,,,,2.0,6.0,1.0
6,false_positive,,,,,0.0,7.0,1.0
6,false_positive,,,,,3.0,5.0,1.0
6,false_positive,,,,,1.0,5.0,1.0
6,false_positive,,,,,0.0,5.0,1.0
6,false_positive,,,,,0.0,6.0,1.0
6,false_positive,,,,,1.0,7.0,3.0
7,quadrant_error,0.9068935483587455,0.0,3.0,3.0,1.0,4.0,1.0
7,false_positive,,,,,1.0,3.0,3.0
7,false_positive,,,,,0.0,6.0,1.0
7,false_positive,,,,,3.0,6.0,1.0
7,false_positive,,,,,0.0,6.0,3.0
7,false_positive,,,,,1.0,7.0,1.0
7,false_positive,,,,,1.0,5.0,1.0
7,false_positive,,,,,1.0,6.0,1.0
7,false_positive,,,,,2.0,5.0,1.0
7,false_positive,,,,,3.0,5.0,1.0
7,false_positive,,,,,2.0,4.0,1.0
7,false_positive,,,,,0.0,4.0,1.0
7,false_positive,,,,,3.0,4.0,1.0
7,false_positive,,,,,2.0,6.0,1.0
7,false_positive,,,,,0.0,7.0,2.0
7,false_positive,,,,,3.0,3.0,1.0
7,false_positive,,,,,0.0,7.0,1.0
7,false_positive,,,,,0.0,3.0,1.0
7,false_positive,,,,,2.0,7.0,1.0
7,false_positive,,,,,0.0,3.0,1.0
7,false_positive,,,,,3.0,3.0,1.0
7,false_positive,,,,,0.0,4.0,1.0
8,false_negative_or_localisation_failure,0.0027778254047711717,2.0,3.0,1.0,,,
8,quadrant_error,0.861067812413227,2.0,5.0,1.0,0.0,5.0,1.0
8,false_positive,,,,,2.0,6.0,1.0
8,false_positive,,,,,2.0,6.0,1.0
8,false_positive,,,,,1.0,3.0,1.0
8,false_positive,,,,,2.0,6.0,3.0
9,enumeration_error,0.8188956472432088,2.0,7.0,1.0,3.0,6.0,1.0
9,false_positive,,,,,1.0,5.0,1.0
9,false_positive,,,,,2.0,6.0,1.0
9,false_positive,,,,,0.0,5.0,1.0
10,diagnosis_error,0.7922950125376598,2.0,5.0,3.0,1.0,5.0,1.0
10,false_positive,,,,,0.0,6.0,1.0
12,quadrant_error,0.7635437135808645,0.0,5.0,1.0,2.0,5.0,1.0
12,quadrant_error,0.7339881302164498,1.0,5.0,1.0,3.0,5.0,1.0
12,quadrant_error,0.791093378494975,1.0,7.0,1.0,3.0,7.0,1.0
12,diagnosis_error,0.7702937707723055,2.0,5.0,1.0,0.0,5.0,3.0
12,quadrant_error,0.7025065390776367,2.0,6.0,1.0,0.0,6.0,1.0
12,quadrant_error,0.8112527725723502,3.0,5.0,1.0,1.0,5.0,1.0
12,quadrant_error,0.8738134146974165,3.0,6.0,1.0,1.0,6.0,1.0
12,quadrant_error,0.6702177042335634,3.0,7.0,0.0,1.0,7.0,0.0
12,false_positive,,,,,0.0,3.0,1.0
12,false_positive,,,,,0.0,5.0,1.0
12,false_positive,,,,,3.0,5.0,1.0
12,false_positive,,,,,0.0,3.0,1.0
12,false_positive,,,,,2.0,4.0,1.0
12,false_positive,,,,,3.0,6.0,1.0
12,false_positive,,,,,3.0,7.0,3.0
12,false_positive,,,,,0.0,7.0,1.0
12,false_positive,,,,,2.0,7.0,1.0
12,false_positive,,,,,0.0,3.0,1.0
12,false_positive,,,,,0.0,4.0,1.0
12,false_positive,,,,,3.0,5.0,1.0
12,false_positive,,,,,1.0,5.0,1.0
13,quadrant_error,0.9170605773752147,2.0,7.0,3.0,0.0,7.0,3.0
13,quadrant_error,0.7439263597081169,2.0,6.0,3.0,0.0,6.0,3.0
13,quadrant_error,0.8250584393341691,2.0,5.0,1.0,0.0,5.0,1.0
13,quadrant_error,0.8843763122703717,0.0,4.0,3.0,2.0,6.0,1.0
13,quadrant_error,0.9611605038755596,3.0,7.0,3.0,1.0,6.0,1.0
13,quadrant_error,0.9158024161057742,3.0,6.0,1.0,1.0,6.0,1.0
13,false_positive,,,,,2.0,5.0,1.0
13,false_positive,,,,,3.0,6.0,1.0
13,false_positive,,,,,3.0,7.0,3.0
13,false_positive,,,,,2.0,6.0,1.0
13,false_positive,,,,,0.0,6.0,1.0
13,false_positive,,,,,2.0,5.0,3.0
13,false_positive,,,,,2.0,6.0,3.0
13,false_positive,,,,,1.0,6.0,3.0
13,false_positive,,,,,1.0,6.0,2.0
13,false_positive,,,,,0.0,7.0,0.0
13,false_positive,,,,,3.0,6.0,1.0
13,false_positive,,,,,0.0,7.0,2.0
14,false_negative_or_localisation_failure,0.2934024842765856,3.0,6.0,1.0,,,
14,false_negative_or_localisation_failure,0.027633667524981934,2.0,3.0,1.0,,,
14,false_positive,,,,,0.0,6.0,1.0
14,false_positive,,,,,3.0,6.0,1.0
14,false_positive,,,,,0.0,6.0,1.0
14,false_positive,,,,,1.0,7.0,1.0
14,false_positive,,,,,1.0,7.0,1.0
14,false_positive,,,,,0.0,6.0,2.0
15,quadrant_error,0.927402009730848,0.0,5.0,1.0,1.0,5.0,1.0
15,quadrant_error,0.8555661054479559,0.0,6.0,1.0,1.0,6.0,1.0
15,false_positive,,,,,1.0,7.0,3.0
15,false_positive,,,,,3.0,5.0,1.0
15,false_positive,,,,,3.0,3.0,1.0
15,false_positive,,,,,1.0,5.0,1.0
15,false_positive,,,,,0.0,5.0,1.0
15,false_positive,,,,,0.0,4.0,1.0
15,false_positive,,,,,0.0,6.0,1.0
15,false_positive,,,,,2.0,7.0,3.0
15,false_positive,,,,,1.0,7.0,1.0
15,false_positive,,,,,2.0,7.0,1.0
15,false_positive,,,,,0.0,4.0,1.0
16,quadrant_error,0.848288313390958,3.0,7.0,0.0,1.0,7.0,0.0
16,quadrant_error,0.8864189921062129,0.0,7.0,0.0,2.0,7.0,0.0
16,quadrant_error,0.8604566456783901,3.0,6.0,1.0,1.0,6.0,1.0
16,quadrant_error,0.8462109356191374,3.0,5.0,1.0,1.0,5.0,1.0
16,quadrant_error,0.7524154296876793,0.0,5.0,1.0,2.0,5.0,1.0
16,quadrant_error,0.8560718804144272,2.0,7.0,0.0,0.0,7.0,0.0
16,quadrant_error,0.8076117825863969,1.0,7.0,0.0,3.0,7.0,0.0
16,quadrant_error,0.7886400735296756,2.0,5.0,1.0,0.0,5.0,1.0
16,quadrant_error,0.9345641490944453,1.0,5.0,1.0,3.0,5.0,1.0
16,false_positive,,,,,0.0,6.0,1.0
16,false_positive,,,,,2.0,6.0,1.0
16,false_positive,,,,,3.0,6.0,1.0
16,false_positive,,,,,1.0,5.0,1.0
18,quadrant_error,0.7469772313006625,0.0,5.0,1.0,1.0,5.0,1.0
18,enumeration_error,0.7288806686825227,1.0,1.0,1.0,3.0,2.0,1.0
18,quadrant_error,0.8510076039525148,2.0,6.0,1.0,0.0,6.0,1.0
18,diagnosis_error,0.8238421662823242,3.0,6.0,1.0,1.0,6.0,3.0
18,false_positive,,,,,1.0,6.0,1.0
18,false_positive,,,,,3.0,3.0,3.0
18,false_positive,,,,,1.0,6.0,1.0
18,false_positive,,,,,0.0,6.0,1.0
18,false_positive,,,,,3.0,3.0,3.0
18,false_positive,,,,,0.0,6.0,1.0
18,false_positive,,,,,0.0,6.0,1.0
18,false_positive,,,,,3.0,2.0,1.0
18,false_positive,,,,,1.0,6.0,1.0
18,false_positive,,,,,1.0,6.0,1.0
18,false_positive,,,,,3.0,2.0,1.0
19,quadrant_error,0.7446964934842967,3.0,7.0,0.0,1.0,7.0,0.0
19,quadrant_error,0.794429282889117,0.0,7.0,0.0,2.0,7.0,0.0
19,quadrant_error,0.8823948072921716,2.0,7.0,0.0,0.0,7.0,0.0
19,quadrant_error,0.650692216893226,1.0,7.0,0.0,3.0,7.0,0.0
19,quadrant_error,0.8684450737423965,2.0,6.0,1.0,0.0,6.0,1.0
19,quadrant_error,0.8388712845390457,0.0,6.0,1.0,2.0,6.0,1.0
19,quadrant_error,0.8008093152160267,1.0,5.0,1.0,3.0,5.0,1.0
19,false_negative_or_localisation_failure,0.007417231061738428,3.0,3.0,1.0,,,
19,false_positive,,,,,1.0,5.0,1.0
19,false_positive,,,,,0.0,5.0,1.0
19,false_positive,,,,,1.0,6.0,1.0
19,false_positive,,,,,2.0,5.0,1.0
19,false_positive,,,,,3.0,4.0,1.0
19,false_positive,,,,,0.0,4.0,1.0
19,false_positive,,,,,1.0,5.0,2.0
19,false_positive,,,,,3.0,5.0,1.0
19,false_positive,,,,,3.0,4.0,1.0
19,false_positive,,,,,2.0,5.0,1.0
19,false_positive,,,,,2.0,5.0,2.0
20,quadrant_error,0.8679097929618688,3.0,5.0,3.0,2.0,5.0,3.0
20,quadrant_error,0.7721224937018132,2.0,7.0,3.0,3.0,7.0,3.0
20,diagnosis_error,0.7363744846620056,1.0,7.0,0.0,0.0,7.0,1.0
20,quadrant_error,0.79950848000212,2.0,4.0,1.0,3.0,4.0,1.0
20,diagnosis_error,0.904778166024476,3.0,7.0,0.0,1.0,7.0,3.0
20,quadrant_error,0.8812197787157289,2.0,6.0,1.0,3.0,6.0,1.0
20,false_positive,,,,,1.0,7.0,1.0
20,false_positive,,,,,2.0,6.0,1.0
20,false_positive,,,,,1.0,6.0,1.0
20,false_positive,,,,,0.0,5.0,1.0
20,false_positive,,,,,1.0,6.0,1.0
20,false_positive,,,,,0.0,6.0,1.0
20,false_positive,,,,,1.0,5.0,1.0
20,false_positive,,,,,1.0,5.0,3.0
20,false_positive,,,,,0.0,4.0,1.0
20,false_positive,,,,,3.0,4.0,1.0
20,false_positive,,,,,2.0,5.0,2.0
20,false_positive,,,,,0.0,4.0,1.0
20,false_positive,,,,,3.0,6.0,3.0
21,quadrant_error,0.8009159275402937,2.0,7.0,0.0,0.0,7.0,0.0
21,correct,0.793510361820737,1.0,4.0,3.0,1.0,4.0,3.0
21,false_positive,,,,,3.0,6.0,3.0
21,false_positive,,,,,3.0,6.0,2.0
21,false_positive,,,,,2.0,4.0,1.0
21,false_positive,,,,,1.0,4.0,1.0
21,false_positive,,,,,2.0,4.0,1.0
21,false_positive,,,,,2.0,4.0,3.0
22,false_negative_or_localisation_failure,0.0,0.0,1.0,1.0,,,
22,false_negative_or_localisation_failure,0.0,0.0,2.0,1.0,,,
22,false_positive,,,,,0.0,5.0,0.0
22,false_positive,,,,,2.0,5.0,1.0
22,false_positive,,,,,1.0,6.0,1.0
22,false_positive,,,,,0.0,4.0,1.0
22,false_positive,,,,,0.0,4.0,1.0
22,false_positive,,,,,2.0,5.0,1.0
22,false_positive,,,,,3.0,5.0,1.0
23,quadrant_error,0.736671845900717,3.0,7.0,0.0,1.0,7.0,0.0
23,quadrant_error,0.7243400809521298,2.0,7.0,0.0,3.0,7.0,0.0
23,quadrant_error,0.8201128989382354,1.0,7.0,0.0,0.0,7.0,0.0
23,false_negative_or_localisation_failure,0.22195411318496835,2.0,6.0,1.0,,,
23,false_positive,,,,,1.0,7.0,2.0
23,false_positive,,,,,3.0,5.0,1.0
24,enumeration_error,0.9727051442866558,3.0,5.0,1.0,2.0,6.0,1.0
24,diagnosis_error,0.689771447466992,1.0,7.0,3.0,0.0,7.0,1.0
24,false_negative_or_localisation_failure,0.004297787730582683,3.0,5.0,2.0,,,
24,false_positive,,,,,0.0,7.0,3.0
24,false_positive,,,,,3.0,6.0,1.0
24,false_positive,,,,,1.0,7.0,1.0
24,false_positive,,,,,3.0,6.0,1.0
24,false_positive,,,,,1.0,7.0,3.0
24,false_positive,,,,,0.0,7.0,1.0
24,false_positive,,,,,1.0,7.0,1.0
24,false_positive,,,,,3.0,6.0,1.0
24,false_positive,,,,,3.0,6.0,1.0
25,quadrant_error,0.911919163414476,1.0,5.0,3.0,0.0,5.0,3.0
25,diagnosis_error,0.8221626697153043,3.0,5.0,3.0,2.0,5.0,1.0
25,false_positive,,,,,1.0,7.0,0.0
25,false_positive,,,,,3.0,7.0,0.0
25,false_positive,,,,,2.0,5.0,3.0
25,false_positive,,,,,1.0,7.0,0.0
25,false_positive,,,,,0.0,7.0,0.0
25,false_positive,,,,,3.0,4.0,1.0
25,false_positive,,,,,1.0,7.0,0.0
25,false_positive,,,,,1.0,7.0,1.0
25,false_positive,,,,,0.0,5.0,1.0
25,false_positive,,,,,0.0,5.0,1.0
25,false_positive,,,,,1.0,7.0,1.0
25,false_positive,,,,,2.0,6.0,1.0
25,false_positive,,,,,0.0,5.0,1.0
25,false_positive,,,,,3.0,7.0,1.0
25,false_positive,,,,,3.0,7.0,1.0
25,false_positive,,,,,3.0,4.0,1.0
25,false_positive,,,,,3.0,7.0,0.0
25,false_positive,,,,,2.0,5.0,2.0
25,false_positive,,,,,0.0,6.0,1.0
25,false_positive,,,,,0.0,5.0,1.0
26,quadrant_error,0.713659187432943,0.0,5.0,1.0,1.0,5.0,1.0
26,quadrant_error,0.8093594999158307,1.0,7.0,1.0,0.0,7.0,1.0
26,diagnosis_error,0.7322751222373107,2.0,5.0,1.0,3.0,5.0,3.0
26,quadrant_error,0.6228765353979195,2.0,6.0,1.0,3.0,6.0,1.0
26,false_positive,,,,,0.0,7.0,1.0
26,false_positive,,,,,1.0,7.0,1.0
26,false_positive,,,,,3.0,5.0,1.0
26,false_positive,,,,,0.0,7.0,3.0
26,false_positive,,,,,2.0,6.0,1.0
26,false_positive,,,,,1.0,7.0,3.0
26,false_positive,,,,,3.0,6.0,3.0
27,enumeration_error,0.7166721930770837,0.0,4.0,1.0,2.0,5.0,1.0
27,quadrant_error,0.7961309153230531,0.0,5.0,1.0,2.0,5.0,1.0
27,quadrant_error,0.7483898922940817,1.0,4.0,1.0,3.0,5.0,3.0
27,false_positive,,,,,1.0,7.0,0.0
27,false_positive,,,,,3.0,6.0,1.0
27,false_positive,,,,,3.0,5.0,1.0
27,false_positive,,,,,1.0,5.0,1.0
27,false_positive,,,,,3.0,5.0,0.0
27,false_positive,,,,,0.0,5.0,1.0
27,false_positive,,,,,1.0,6.0,1.0
27,false_positive,,,,,2.0,5.0,0.0
27,false_positive,,,,,0.0,6.0,1.0
27,false_positive,,,,,0.0,4.0,1.0
27,false_positive,,,,,2.0,5.0,1.0
27,false_positive,,,,,1.0,5.0,3.0
27,false_positive,,,,,3.0,4.0,1.0
27,false_positive,,,,,0.0,4.0,1.0
27,false_positive,,,,,2.0,5.0,1.0
29,quadrant_error,0.7667241638472222,0.0,5.0,1.0,1.0,5.0,1.0
29,quadrant_error,0.7330202833694037,0.0,7.0,0.0,1.0,7.0,0.0
29,quadrant_error,0.7241215800810575,1.0,7.0,0.0,0.0,7.0,0.0
29,quadrant_error,0.7915286603201505,2.0,5.0,1.0,3.0,5.0,1.0
29,quadrant_error,0.7512381799628818,2.0,7.0,0.0,3.0,7.0,0.0
29,quadrant_error,0.8392208580455206,3.0,6.0,1.0,2.0,6.0,1.0
29,quadrant_error,0.7860799944877574,3.0,7.0,0.0,2.0,7.0,0.0
29,false_positive,,,,,2.0,5.0,1.0
29,false_positive,,,,,0.0,5.0,1.0
29,false_positive,,,,,2.0,5.0,1.0
29,false_positive,,,,,3.0,6.0,1.0
29,false_positive,,,,,1.0,4.0,1.0
29,false_positive,,,,,1.0,6.0,1.0
29,false_positive,,,,,0.0,5.0,1.0
30,quadrant_error,0.8721782913658191,0.0,6.0,1.0,2.0,6.0,1.0
30,quadrant_error,0.8989970026019435,0.0,5.0,1.0,1.0,5.0,1.0
30,diagnosis_error,0.7835156036118128,0.0,3.0,1.0,0.0,3.0,3.0
30,quadrant_error,0.8403111752192967,0.0,7.0,3.0,1.0,7.0,3.0
30,false_positive,,,,,2.0,6.0,3.0
30,false_positive,,,,,0.0,6.0,1.0
30,false_positive,,,,,0.0,3.0,1.0
30,false_positive,,,,,2.0,5.0,1.0
30,false_positive,,,,,3.0,6.0,1.0
30,false_positive,,,,,0.0,4.0,1.0
30,false_positive,,,,,2.0,5.0,1.0
30,false_positive,,,,,3.0,6.0,1.0
30,false_positive,,,,,0.0,3.0,1.0
30,false_positive,,,,,1.0,5.0,3.0
30,false_positive,,,,,1.0,7.0,1.0
31,quadrant_error,0.8920376908209628,3.0,7.0,0.0,1.0,7.0,0.0
31,quadrant_error,0.7628344216098784,0.0,7.0,0.0,2.0,7.0,0.0
31,quadrant_error,0.9325983511066556,2.0,7.0,0.0,0.0,7.0,0.0
31,quadrant_error,0.7971849228197718,1.0,7.0,0.0,3.0,7.0,0.0
31,quadrant_error,0.6559735535914099,2.0,5.0,2.0,0.0,5.0,2.0
31,false_negative_or_localisation_failure,0.1961219937322819,0.0,5.0,1.0,,,
31,enumeration_error,0.784533710378609,0.0,4.0,1.0,1.0,5.0,1.0
31,quadrant_error,0.8133366947796434,1.0,5.0,1.0,0.0,5.0,1.0
31,false_negative_or_localisation_failure,0.1563327821493541,0.0,0.0,1.0,,,
31,quadrant_error,0.8329310364936809,2.0,5.0,3.0,0.0,5.0,3.0
31,diagnosis_error,0.8505374183303752,3.0,5.0,2.0,1.0,5.0,3.0
31,false_positive,,,,,1.0,5.0,2.0
31,false_positive,,,,,1.0,5.0,1.0
31,false_positive,,,,,1.0,6.0,1.0
31,false_positive,,,,,0.0,4.0,1.0
31,false_positive,,,,,2.0,1.0,1.0
31,false_positive,,,,,3.0,6.0,1.0
31,false_positive,,,,,1.0,6.0,3.0
31,false_positive,,,,,2.0,6.0,1.0
31,false_positive,,,,,0.0,5.0,1.0
31,false_positive,,,,,3.0,0.0,1.0
32,diagnosis_error,0.9069861413894588,2.0,6.0,3.0,0.0,6.0,1.0
32,quadrant_error,0.803451215013966,2.0,7.0,2.0,0.0,6.0,1.0
32,false_positive,,,,,0.0,6.0,3.0
32,false_positive,,,,,2.0,4.0,1.0
32,false_positive,,,,,2.0,4.0,1.0
32,false_positive,,,,,0.0,6.0,2.0
32,false_positive,,,,,2.0,4.0,1.0
32,false_positive,,,,,2.0,4.0,1.0
32,false_positive,,,,,0.0,6.0,2.0
32,false_positive,,,,,2.0,4.0,1.0
32,false_positive,,,,,2.0,4.0,1.0
32,false_positive,,,,,0.0,5.0,1.0
32,false_positive,,,,,2.0,4.0,1.0
33,quadrant_error,0.7822018078033357,1.0,4.0,1.0,3.0,5.0,3.0
33,quadrant_error,0.8421920729591238,2.0,5.0,1.0,0.0,5.0,1.0
33,diagnosis_error,0.8675064524232055,2.0,6.0,3.0,0.0,6.0,2.0
33,quadrant_error,0.8180192416347842,2.0,7.0,0.0,0.0,7.0,0.0
33,diagnosis_error,0.9039184501932529,2.0,6.0,2.0,0.0,6.0,3.0
33,false_positive,,,,,1.0,5.0,1.0
33,false_positive,,,,,1.0,4.0,1.0
33,false_positive,,,,,0.0,7.0,3.0
33,false_positive,,,,,3.0,5.0,1.0
33,false_positive,,,,,3.0,7.0,3.0
33,false_positive,,,,,3.0,6.0,1.0
33,false_positive,,,,,3.0,7.0,1.0
33,false_positive,,,,,1.0,6.0,1.0
33,false_positive,,,,,3.0,5.0,3.0
33,false_positive,,,,,2.0,7.0,3.0
33,false_positive,,,,,1.0,6.0,1.0
33,false_positive,,,,,0.0,7.0,1.0
33,false_positive,,,,,1.0,6.0,1.0
33,false_positive,,,,,2.0,7.0,1.0
33,false_positive,,,,,1.0,5.0,1.0
34,quadrant_error,0.7513465600530507,3.0,6.0,1.0,2.0,6.0,1.0
34,quadrant_error,0.8037737385321843,1.0,5.0,3.0,3.0,5.0,3.0
34,quadrant_error,0.8635057313509785,1.0,6.0,1.0,0.0,6.0,1.0
34,correct,0.8159952210230528,0.0,4.0,3.0,0.0,4.0,3.0
34,false_positive,,,,,2.0,6.0,3.0
34,false_positive,,,,,1.0,5.0,1.0
34,false_positive,,,,,1.0,6.0,1.0
34,false_positive,,,,,3.0,5.0,1.0
34,false_positive,,,,,3.0,4.0,1.0
34,false_positive,,,,,0.0,6.0,1.0
34,false_positive,,,,,3.0,5.0,1.0
34,false_positive,,,,,2.0,6.0,1.0
34,false_positive,,,,,0.0,4.0,1.0
34,false_positive,,,,,3.0,4.0,1.0
34,false_positive,,,,,0.0,6.0,1.0
35,enumeration_error,0.7137999891294486,0.0,5.0,1.0,2.0,7.0,1.0
35,diagnosis_error,0.8613507550567298,2.0,5.0,1.0,1.0,5.0,2.0
35,quadrant_error,0.8461657849751405,2.0,6.0,1.0,0.0,6.0,1.0
35,quadrant_error,0.7080827258212908,2.0,7.0,1.0,0.0,7.0,1.0
35,quadrant_error,0.8017760113357153,3.0,7.0,1.0,2.0,7.0,1.0
35,false_positive,,,,,3.0,7.0,3.0
35,false_positive,,,,,3.0,6.0,1.0
35,false_positive,,,,,1.0,5.0,1.0
35,false_positive,,,,,0.0,7.0,0.0
35,false_positive,,,,,3.0,7.0,1.0
35,false_positive,,,,,2.0,6.0,1.0
35,false_positive,,,,,1.0,5.0,1.0
36,quadrant_error,0.8114351934214588,1.0,7.0,1.0,0.0,7.0,1.0
36,enumeration_error,0.6078843173242617,3.0,5.0,1.0,2.0,6.0,1.0
36,false_positive,,,,,0.0,5.0,3.0
36,false_positive,,,,,3.0,6.0,1.0
36,false_positive,,,,,1.0,5.0,1.0
36,false_positive,,,,,3.0,6.0,1.0
36,false_positive,,,,,1.0,4.0,1.0
36,false_positive,,,,,0.0,6.0,1.0
36,false_positive,,,,,0.0,5.0,1.0
36,false_positive,,,,,1.0,6.0,1.0
36,false_positive,,,,,0.0,5.0,1.0
36,false_positive,,,,,2.0,4.0,1.0
36,false_positive,,,,,0.0,5.0,1.0
36,false_positive,,,,,2.0,4.0,3.0
36,false_positive,,,,,1.0,4.0,1.0
36,false_positive,,,,,3.0,6.0,3.0
36,false_positive,,,,,2.0,6.0,1.0
36,false_positive,,,,,0.0,6.0,3.0
36,false_positive,,,,,1.0,4.0,1.0
37,quadrant_error,0.7272470830033129,2.0,4.0,1.0,3.0,4.0,1.0
37,false_positive,,,,,2.0,3.0,1.0
37,false_positive,,,,,2.0,5.0,1.0
37,false_positive,,,,,0.0,6.0,2.0
37,false_positive,,,,,0.0,4.0,1.0
37,false_positive,,,,,0.0,6.0,3.0
37,false_positive,,,,,0.0,6.0,1.0
37,false_positive,,,,,2.0,5.0,1.0
37,false_positive,,,,,1.0,6.0,1.0
39,quadrant_error,0.7824100326189638,0.0,6.0,1.0,1.0,6.0,1.0
39,quadrant_error,0.7974388054697618,1.0,5.0,1.0,0.0,5.0,1.0
39,false_positive,,,,,1.0,6.0,1.0
39,false_positive,,,,,0.0,5.0,1.0
39,false_positive,,,,,3.0,5.0,3.0
39,false_positive,,,,,3.0,5.0,1.0
39,false_positive,,,,,0.0,5.0,1.0
39,false_positive,,,,,3.0,5.0,1.0
39,false_positive,,,,,3.0,5.0,1.0
39,false_positive,,,,,0.0,5.0,1.0
39,false_positive,,,,,3.0,5.0,1.0
39,false_positive,,,,,3.0,5.0,1.0
